case,split,tau,ssa,phase_profile,phase_model,phase_lobe1_g,phase_lobe2_g,phase_lobe1_weight,phase_first_moment,surface_albedo,lower_boundary,sun_zenith_deg,view_zenith_deg,relative_azimuth_deg,samples,seed,max_scatters,batch_samples,depth_bins,report_forward_flux,holdout_albedo,holdout_geometry,holdout_phase_shape,holdout_absorption,convergence_pair,required_oracle_features,runnable_with_current_oracle
ccf_v2_0460,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0461,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0462,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0463,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0464,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0465,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0466,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0467,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0468,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0469,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0470,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0471,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0472,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0473,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0474,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0475,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0476,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0477,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0478,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0479,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0480,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0481,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0482,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0483,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0484,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0485,angular-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0486,absorption-holdout,0.29999999999999999,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0487,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0488,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0489,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0490,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0491,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0492,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0493,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0494,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0495,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0496,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0497,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0498,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-liquid-dual-hg,mixture-hg,0.84999999999999998,-0.14999999999999999,0.90000000000000002,0.75,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0499,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0500,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0501,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0502,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0503,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0504,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0505,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0506,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0507,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0508,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0509,angular-holdout+phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0510,phase-shape-holdout+absorption-holdout,0.29999999999999999,0.94999999999999996,shipping-ice-dual-hg,mixture-hg,0.75,-0.10000000000000001,0.90000000000000002,0.66500000000000004,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,true,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0511,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0512,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0513,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0514,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0515,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0516,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0517,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0518,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0519,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0520,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0521,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0522,absorption-holdout,3,0.94999999999999996,single-hg-g0p665,single-hg,0.66500000000000004,0,1,0.66500000000000004,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0523,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0524,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0525,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0526,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0527,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0528,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0529,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0530,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0531,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0532,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0533,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0534,absorption-holdout,3,0.94999999999999996,single-hg-g0p75,single-hg,0.75,0,1,0.75,0.59999999999999998,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0535,absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0536,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0537,absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,30,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0538,absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,0,0,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0539,angular-holdout+absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,40,90,4194304,5999168895323013142,384,65536,32,true,false,true,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
ccf_v2_0540,absorption-holdout,3,0.94999999999999996,single-hg-g0p85,single-hg,0.84999999999999998,0,1,0.84999999999999998,0,lambertian,65,65,180,4194304,5999168895323013142,384,65536,32,true,false,false,false,true,,lambertian-lower-boundary;mixture-hg-sampling;matched-forward-RTA;depth-binned-collision-source,false
