method,phase_case,tau,solar_zenith_deg,mu0,asymmetry_g,single_scatter_albedo,surface_albedo,delta_fraction,scaled_tau,scaled_asymmetry_g,scaled_single_scatter_albedo,direct_transmittance_bottom,diffuse_down_bottom,diffuse_up_surface,toa_reflectance,total_down_surface,surface_absorptance,atmosphere_absorptance,energy_sum,intrinsic_diffuse_reflectance,intrinsic_diffuse_transmittance,intrinsic_diffuse_absorptance,black_surface_single_scatter_reflectance,black_surface_single_scatter_diffuse_transmittance,black_surface_total_diffuse_escape,black_surface_multiple_scatter_escape,legacy_support_tau,legacy_thin_gate,legacy_octaves,legacy_extinction_scale,legacy_phase_scale,legacy_brightness_scale,legacy_weight_sum
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.999,0.8,0.44222500000000003,0.16746516749999998,0.39939939939939945,0.9982085826892927,0.8241752257489959,0.20146281044426845,0.8205104289546116,0.7940833908605441,1.0256380361932644,0.20512760723865284,0.0007890019008030269,1.0,0.07995278165887656,0.9195277419860886,0.0005194763550349091,0.030680855261605456,0.12124229031633466,0.17546200811710239,0.023538862539162264,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.99,0.0,0.44222500000000003,0.168659175,0.39939939939939945,0.9822126486744641,0.8230397009385045,0.13425768856415224,0.0,0.039082512556088606,0.9572973895026567,0.9572973895026567,0.0036200979412546186,1.0,0.07892979654778567,0.9158879133770635,0.005182290075150808,0.03035631064406206,0.11994379752357244,0.17334020112024084,0.023040092952606353,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.99,0.1,0.44222500000000003,0.168659175,0.39939939939939945,0.9822126486744641,0.8230397009385045,0.14187373064828937,0.0964913431586794,0.1274577675006417,0.9649134315867939,0.8684220884281145,0.004120144071243836,1.0,0.07892979654778567,0.9158879133770635,0.005182290075150808,0.03035631064406206,0.11994379752357244,0.17334020112024084,0.023040092952606353,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.99,0.3,0.44222500000000003,0.168659175,0.39939939939939945,0.9822126486744641,0.8230397009385045,0.15747524205286395,0.29415448289741053,0.30849504810750705,0.9805149429913684,0.6863604600939579,0.005144491798535045,1.0,0.07892979654778567,0.9158879133770635,0.005182290075150808,0.03035631064406206,0.11994379752357244,0.17334020112024084,0.023040092952606353,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.99,0.8,0.44222500000000003,0.168659175,0.39939939939939945,0.9822126486744641,0.8230397009385045,0.19877925863435703,0.8174551676582893,0.7877798203419369,1.0218189595728615,0.20436379191457227,0.00785638774349079,1.0,0.07892979654778567,0.9158879133770635,0.005182290075150808,0.03035631064406206,0.11994379752357244,0.17334020112024084,0.023040092952606353,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.95,0.0,0.44222500000000003,0.17396587499999996,0.39939939939939945,0.9137761931758167,0.8180118225226833,0.12723136504651636,0.0,0.03682276368185819,0.9452431875691997,0.9452431875691997,0.01793404874894211,1.0,0.07446834471083204,0.8998945490474182,0.025637106241749752,0.028925705629708594,0.11422223809677594,0.16405412872837455,0.020906185001890024,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.95,0.1,0.44222500000000003,0.17396587499999996,0.39939939939939945,0.9137761931758167,0.8180118225226833,0.13432324666778536,0.09523350691904686,0.12252287744497806,0.9523350691904687,0.8571015622714219,0.020375560283600103,1.0,0.07446834471083204,0.8998945490474182,0.025637106241749752,0.028925705629708594,0.11422223809677594,0.16405412872837455,0.020906185001890024,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.95,0.3,0.44222500000000003,0.17396587499999996,0.39939939939939945,0.9137761931758167,0.8180118225226833,0.14883112317495065,0.29005288370929017,0.2978397726673331,0.966842945697634,0.6767900619883437,0.025370165344323237,1.0,0.07446834471083204,0.8998945490474182,0.025637106241749752,0.028925705629708594,0.11422223809677594,0.16405412872837455,0.020906185001890024,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.95,0.8,0.44222500000000003,0.17396587499999996,0.39939939939939945,0.9137761931758167,0.8180118225226833,0.18711124595891382,0.8040984547852776,0.7604265800405815,1.005123068481597,0.20102461369631935,0.038548806263099145,1.0,0.07446834471083204,0.8998945490474182,0.025637106241749752,0.028925705629708594,0.11422223809677594,0.16405412872837455,0.020906185001890024,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.8,0.0,0.44222500000000003,0.193866,0.39939939939939945,0.690507876574541,0.7994293050474375,0.1022601740489716,0.0,0.028979378574363005,0.9016894790964091,0.9016894790964091,0.06933114232922788,1.0,0.05890923887711903,0.8424982767998915,0.0985924843229894,0.023728735729788834,0.09347313235833028,0.13123955262333462,0.014037684535215492,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.8,0.1,0.44222500000000003,0.193866,0.39939939939939945,0.690507876574541,0.7994293050474375,0.10760343488356794,0.09070327399310056,0.10539673061365862,0.9070327399310054,0.8163294659379049,0.07827380344843649,1.0,0.05890923887711903,0.8424982767998915,0.0985924843229894,0.023728735729788834,0.09347313235833028,0.13123955262333462,0.014037684535215492,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.8,0.3,0.44222500000000003,0.193866,0.39939939939939945,0.690507876574541,0.7994293050474375,0.11848221474522927,0.2753734559378,0.2609810406783903,0.9179115197926667,0.6425380638548667,0.09648089546674299,0.9999999999999999,0.05890923887711903,0.8424982767998915,0.0985924843229894,0.023728735729788834,0.09347313235833028,0.13123955262333462,0.014037684535215492,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.8,0.8,0.44222500000000003,0.193866,0.39939939939939945,0.690507876574541,0.7994293050474375,0.14685613822805685,0.7570283546203955,0.6667744628307033,0.9462854432754944,0.18925708865509883,0.14396844851419788,1.0,0.05890923887711903,0.8424982767998915,0.0985924843229894,0.023728735729788834,0.09347313235833028,0.13123955262333462,0.014037684535215492,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.0,0.0,0.44222500000000003,0.3,0.39939939939939945,0.0,0.7072223522189249,0.0,0.0,0.0,0.7072223522189249,0.7072223522189249,0.29277764778107507,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.0,0.1,0.44222500000000003,0.3,0.39939939939939945,0.0,0.7072223522189249,0.0,0.0707222352218925,0.04206200260541148,0.7072223522189249,0.6365001169970325,0.32143788039755605,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.0,0.3,0.44222500000000003,0.3,0.39939939939939945,0.0,0.7072223522189249,0.0,0.21216670566567747,0.12618600781623443,0.7072223522189249,0.4950556465532474,0.37875834563051813,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.3,30.0,0.8660254037844387,0.665,0.0,0.8,0.44222500000000003,0.3,0.39939939939939945,0.0,0.7072223522189249,0.0,0.56577788177514,0.33649602084329183,0.7072223522189249,0.14144447044378494,0.5220595087129232,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,1.0,0.0,0.5625,0.13125,0.42857142857142855,1.0,0.8593710919709302,0.1126514208498488,0.0,0.027977487179221036,0.972022512820779,0.972022512820779,0.0,1.0,0.060990458781818684,0.9390095412181813,1.1102230246251565e-16,0.02252688734565814,0.10303109467704616,0.14062890802906985,0.01507092600636556,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,1.0,0.1,0.5625,0.13125,0.42857142857142855,1.0,0.8593710919709302,0.11861621027452314,0.09779873022454534,0.11981142797909203,0.9779873022454534,0.880188572020908,-1.1102230246251565e-16,0.9999999999999999,0.060990458781818684,0.9390095412181813,1.1102230246251565e-16,0.02252688734565814,0.10303109467704616,0.14062890802906985,0.01507092600636556,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,1.0,0.3,0.5625,0.13125,0.42857142857142855,1.0,0.8593710919709302,0.13076813455495545,0.2970417679577657,0.30690254143188006,0.9901392265258857,0.69309745856812,0.0,1.0,0.060990458781818684,0.9390095412181813,1.1102230246251565e-16,0.02252688734565814,0.10303109467704616,0.14062890802906985,0.01507092600636556,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,1.0,0.8,0.5625,0.13125,0.42857142857142855,1.0,0.8593710919709302,0.1625114908897048,0.8175060662885081,0.795623483427873,1.021882582860635,0.20437651657212696,0.0,1.0,0.060990458781818684,0.9390095412181813,1.1102230246251565e-16,0.02252688734565814,0.10303109467704616,0.14062890802906985,0.01507092600636556,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.999,0.0,0.5625,0.13141875,0.42857142857142855,0.997717220716222,0.8592036549151856,0.11250072255820646,0.0,0.027936343740921434,0.971704377473392,0.971704377473392,0.00035927878568653426,1.0,0.0609021765830461,0.9385783460696799,0.0005194773472739778,0.02249922519721706,0.1029030598275064,0.1404370662991279,0.015034781274404427,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.999,0.1,0.5625,0.13141875,0.42857142857142855,0.997717220716222,0.8592036549151856,0.11845487580579553,0.0977658530720981,0.11969725641942261,0.9776585307209811,0.879892677648883,0.0004100659316943478,1.0,0.0609021765830461,0.9385783460696799,0.0005194773472739778,0.02249922519721706,0.1029030598275064,0.1404370662991279,0.015034781274404427,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.999,0.3,0.5625,0.13141875,0.42857142857142855,0.997717220716222,0.8592036549151856,0.1305848040097996,0.2969365376774955,0.3066345481619223,0.9897884589249852,0.6928519212474896,0.0005135305905880072,0.9999999999999999,0.0609021765830461,0.9385783460696799,0.0005194773472739778,0.02249922519721706,0.1029030598275064,0.1404370662991279,0.015034781274404427,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.999,0.8,0.5625,0.13141875,0.42857142857142855,0.997717220716222,0.8592036549151856,0.16226863098255187,0.81717782871819,0.7949217586640525,1.0214722858977374,0.20429445717954745,0.0007837841564000969,1.0,0.0609021765830461,0.9385783460696799,0.0005194773472739778,0.02249922519721706,0.1029030598275064,0.1404370662991279,0.015034781274404427,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.99,0.0,0.5625,0.1329375,0.42857142857142855,0.9774330042313116,0.857698188681007,0.11114851095454432,0.0,0.027567606414360457,0.9688466996355514,0.9688466996355514,0.0035856939500882312,1.0,0.06011084060970761,0.9347067714575136,0.005182387932778809,0.02225080038029559,0.10175327308644981,0.13871611736890477,0.014712043902159369,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.99,0.1,0.5625,0.1329375,0.42857142857142855,0.9774330042313116,0.857698188681007,0.11700754907892982,0.09747057377599369,0.11867401174063091,0.9747057377599369,0.8772351639839432,0.004090824275425953,1.0,0.06011084060970761,0.9347067714575136,0.005182387932778809,0.02225080038029559,0.10175327308644981,0.13871611736890477,0.014712043902159369,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.99,0.3,0.5625,0.1329375,0.42857142857142855,0.9774330042313116,0.857698188681007,0.12894082103016472,0.29599170291335153,0.3042330554227108,0.9866390097111717,0.6906473067978202,0.0051196377794689996,0.9999999999999999,0.06011084060970761,0.9347067714575136,0.005182387932778809,0.02225080038029559,0.10175327308644981,0.13871611736890477,0.014712043902159369,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.99,0.8,0.5625,0.1329375,0.42857142857142855,0.9774330042313116,0.857698188681007,0.16009272485668252,0.8142327308301517,0.7886364534636463,1.0177909135376895,0.20355818270753784,0.007805363828815859,1.0,0.06011084060970761,0.9347067714575136,0.005182387932778809,0.02225080038029559,0.10175327308644981,0.13871611736890477,0.014712043902159369,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.95,0.0,0.5625,0.13968750000000002,0.42857142857142855,0.8926174496644294,0.8510390779269803,0.1052265692126399,0.0,0.02596211271198726,0.9562656471396203,0.9562656471396203,0.017772240148392515,1.0,0.05666256104044001,0.9176980346860407,0.025639404273519295,0.02115824272896431,0.09669781469166534,0.13118868192462715,0.013332624503997498,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.95,0.1,0.5625,0.13968750000000002,0.42857142857142855,0.8926174496644294,0.8510390779269803,0.110675892534367,0.09617149704613474,0.11421850654403948,0.9617149704613474,0.8655434734152126,0.020238020040747817,0.9999999999999999,0.05666256104044001,0.9176980346860407,0.025639404273519295,0.02115824272896431,0.09669781469166534,0.13118868192462715,0.013332624503997498,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.95,0.3,0.5625,0.13968750000000002,0.42857142857142855,0.8926174496644294,0.8510390779269803,0.12176300645867066,0.2918406253156953,0.2937836810057461,0.972802084385651,0.6809614590699556,0.025254859924298212,0.9999999999999999,0.05666256104044001,0.9176980346860407,0.025639404273519295,0.02115824272896431,0.09669781469166534,0.13118868192462715,0.013332624503997498,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.95,0.8,0.5625,0.13968750000000002,0.42857142857142855,0.8926174496644294,0.8510390779269803,0.15063238556678582,0.801337170795013,0.7613476594714428,1.001671463493766,0.20033429269875316,0.03831804782980405,1.0,0.05666256104044001,0.9176980346860407,0.025639404273519295,0.02115824272896431,0.09669781469166534,0.13118868192462715,0.013332624503997498,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.8,0.0,0.5625,0.165,0.42857142857142855,0.6363636363636364,0.8265246076586489,0.08425157263567888,0.0,0.02039889502195062,0.9107761802943277,0.9107761802943277,0.0688249246837217,1.0,0.04467601728858932,0.8567028906156638,0.09862109209574688,0.0172241612055812,0.07851676764129385,0.1046504676576295,0.008909538810754444,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.8,0.1,0.5625,0.165,0.42857142857142855,0.6363636363636364,0.8265246076586489,0.08833881805808075,0.09148634257167296,0.09877550915495772,0.9148634257167296,0.8233770831450566,0.07784740769998566,1.0,0.04467601728858932,0.8567028906156638,0.09862109209574688,0.0172241612055812,0.07851676764129385,0.1046504676576295,0.008909538810754444,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.8,0.3,0.5625,0.165,0.42857142857142855,0.6363636363636364,0.8265246076586489,0.09662435838576192,0.2769446898133232,0.25765821132568306,0.9231489660444108,0.6462042762310874,0.09613751244322943,0.9999999999999999,0.04467601728858932,0.8567028906156638,0.09862109209574688,0.0172241612055812,0.07851676764129385,0.1046504676576295,0.008909538810754444,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.8,0.8,0.5625,0.165,0.42857142857142855,0.6363636363636364,0.8265246076586489,0.11801000850893824,0.7556276929340697,0.6677473237878135,0.9445346161675872,0.18890692323351738,0.14334575297866908,1.0,0.04467601728858932,0.8567028906156638,0.09862109209574688,0.0172241612055812,0.07851676764129385,0.1046504676576295,0.008909538810754444,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.0,0.0,0.5625,0.3,0.42857142857142855,0.0,0.7072223522189249,0.0,0.0,0.0,0.7072223522189249,0.7072223522189249,0.29277764778107507,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.0,0.1,0.5625,0.3,0.42857142857142855,0.0,0.7072223522189249,0.0,0.0707222352218925,0.04206200260541148,0.7072223522189249,0.6365001169970325,0.32143788039755605,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.0,0.3,0.5625,0.3,0.42857142857142855,0.0,0.7072223522189249,0.0,0.21216670566567747,0.12618600781623443,0.7072223522189249,0.4950556465532474,0.37875834563051813,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,liquid-dual-hg-moment,0.3,30.0,0.8660254037844387,0.75,0.0,0.8,0.5625,0.3,0.42857142857142855,0.0,0.7072223522189249,0.0,0.56577788177514,0.33649602084329183,0.7072223522189249,0.14144447044378494,0.5220595087129232,1.0,0.0,0.5947493383578882,0.40525066164211176,0.0,0.0,0.0,0.0,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,1.0,0.0,0.7224999999999999,0.08325000000000002,0.45945945945945954,1.0,0.9083469954350639,0.07619743379704458,0.0,0.015455570767891513,0.9845444292321085,0.9845444292321085,0.0,1.0,0.037509360511576696,0.9624906394884233,0.0,0.013279418702042602,0.07200430146557676,0.0916530045649361,0.006369284397316724,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,1.0,0.1,0.7224999999999999,0.08325000000000002,0.45945945945945954,1.0,0.9083469954350639,0.07990430121324604,0.098825129664831,0.11057383301652104,0.9882512966483099,0.889426166983479,0.0,1.0,0.037509360511576696,0.9624906394884233,0.0,0.013279418702042602,0.07200430146557676,0.0916530045649361,0.006369284397316724,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,1.0,0.3,0.7224999999999999,0.08325000000000002,0.45945945945945954,1.0,0.9083469954350639,0.08740241083473325,0.29872482188093913,0.30297541561114194,0.9957494062697971,0.697024584388858,1.1102230246251565e-16,1.0,0.037509360511576696,0.9624906394884233,0.0,0.013279418702042602,0.07200430146557676,0.0916530045649361,0.006369284397316724,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,1.0,0.8,0.7224999999999999,0.08325000000000002,0.45945945945945954,1.0,0.9083469954350639,0.1066550973311013,0.8120016742129322,0.796999581446767,1.0150020927661652,0.20300041855323298,5.551115123125783e-17,1.0,0.037509360511576696,0.9624906394884233,0.0,0.013279418702042602,0.07200430146557676,0.0916530045649361,0.006369284397316724,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.999,0.0,0.7224999999999999,0.08346675,0.45945945945945954,0.9964057543872262,0.9081196815777183,0.07609291374567695,0.0,0.015432811285730626,0.9842125953233952,0.9842125953233952,0.0003545933908741805,1.0,0.037454034915921496,0.9620264865694588,0.0005194785146197534,0.013262155839706143,0.07190983263336607,0.09152572503140757,0.006353736558335363,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.999,0.1,0.7224999999999999,0.08346675,0.45945945945945954,0.9964057543872262,0.9081196815777183,0.07979304552314886,0.09879127271008672,0.1104726322747406,0.9879127271008672,0.8891214543907805,0.0004059133344789245,1.0,0.037454034915921496,0.9620264865694588,0.0005194785146197534,0.013262155839706143,0.07190983263336607,0.09152572503140757,0.006353736558335363,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.999,0.3,0.7224999999999999,0.08346675,0.45945945945945954,0.9964057543872262,0.9081196815777183,0.08727740491549393,0.29861912594796364,0.3027123198438928,0.9953970864932122,0.6967779605452485,0.000509719610858661,1.0,0.037454034915921496,0.9620264865694588,0.0005194785146197534,0.013262155839706143,0.07190983263336607,0.09152572503140757,0.006353736558335363,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.999,0.8,0.7224999999999999,0.08346675,0.45945945945945954,0.9964057543872262,0.9081196815777183,0.10649401520608723,0.8116909574270444,0.7963010112394703,1.0146136967838055,0.20292273935676106,0.000776249403768664,1.0,0.037454034915921496,0.9620264865694588,0.0005194785146197534,0.013262155839706143,0.07190983263336607,0.09152572503140757,0.006353736558335363,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.99,0.0,0.7224999999999999,0.08541750000000004,0.45945945945945954,0.9648783914303273,0.9060764149925096,0.07515528324651805,0.0,0.015228839719109294,0.9812316982390277,0.9812316982390277,0.003539462041863062,1.0,0.03695821828762622,0.9578592786472931,0.0051825030650806125,0.01310722143178265,0.07106195374945502,0.09038412296562734,0.006214947784389663,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.99,0.1,0.7224999999999999,0.08541750000000004,0.45945945945945954,0.9648783914303273,0.9060764149925096,0.07879519323473284,0.09848716082272425,0.10956568054078387,0.9848716082272424,0.8863844474045182,0.004049872054697978,1.0,0.03695821828762622,0.9578592786472931,0.0051825030650806125,0.01310722143178265,0.07106195374945502,0.09038412296562734,0.006214947784389663,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.99,0.3,0.7224999999999999,0.08541750000000004,0.45945945945945954,0.9648783914303273,0.9060764149925096,0.08615663291959776,0.2976699143736322,0.3003547291760381,0.9922330479121073,0.6945631335384751,0.0050821372854867874,1.0,0.03695821828762622,0.9578592786472931,0.0051825030650806125,0.01310722143178265,0.07106195374945502,0.09038412296562734,0.006214947784389663,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.99,0.8,0.7224999999999999,0.08541750000000004,0.45945945945945954,0.9648783914303273,0.9060764149925096,0.10505085307846874,0.8089018144567828,0.7900429482111696,1.0111272680709784,0.20222545361419564,0.007731598174634757,1.0,0.03695821828762622,0.9578592786472931,0.0051825030650806125,0.01310722143178265,0.07106195374945502,0.09038412296562734,0.006214947784389663,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.3,30.0,0.8660254037844387,0.85,0.95,0.0,0.7224999999999999,0.09408750000000005,0.45945945945945954,0.8405739338381824,0.8970507088599419,0.07105383451380087,0.0,0.01434083297523483,0.9681045433737427,0.9681045433737427,0.01755462365102245,1.0,0.03479993346781332,0.9395579580574511,0.02564210847473558,0.012427926616839793,0.06734419269539774,0.08539466748903571,0.005622548176798178,0.3,0.2591817793182821,6,0.5,0.5,0.85,4.1523365624999995
